ID,gds,title,description,type,pubmed_id,gpl,platform_organism,platform_technology_type,feature_count,sample_organism,sample_type,channel_count,sample_count,value_type,gse,order,update_date,
80,GDS168,Dietary effects of long chain polyunsaturated fatty acids (Mu11K-A),Dietary effects of long chain polyunsaturated fatty acids from arachidonate-rich fungal oil and fish oil on hepatic and hippocampal gene expression. Identified broad-spectrum effects on  major lipid metabolism transcription factors.,Expression profiling by array,"1,209,542,212,617,750",GPL75,Mus musculus,in situ oligonucleotide,6584,Mus musculus,RNA,1,8,count,GSE91,none,4/22/03,
81,GDS169,Dietary effects of long chain polyunsaturated fatty acids (Mu11K-B),Dietary effects of long chain polyunsaturated fatty acids from arachidonate-rich fungal oil and fish oil on hepatic and hippocampal gene expression. Identified broad-spectrum effects on major lipid metabolism transcription factors.,Expression profiling by array,"1,209,542,212,617,750",GPL76,Mus musculus,in situ oligonucleotide,6595,Mus musculus,RNA,1,9,count,GSE91,none,7/23/03,
82,GDS170,Tumor suppressor protein p53 gene dosage effects,"Analysis of tumor suppressor protein p53 gene dosage effects in HCT116 colorectal carcinoma-derived cell lines p53 -/-, +/- and +/+ at 0 and 12 hours. Cells with different numbers of functional TP53 alleles can be distinguished by gene expression profile.",Expression profiling by array,12438652,GPL80,Homo sapiens,in situ oligonucleotide,7129,Homo sapiens,RNA,1,12,count,GSE90,none,4/17/03,
83,GDS171,HIV viral infection time course,"Gene expression profile of proliferating normal peripheral blood mononuclear cells (PBMC) infected with HIV type 1 RF. Assessed at 0, 12, 24, 48, and 72 hours postinfection and compared with those of matched uninfected PBMC.",Expression profiling by array,11839152,GPL80,Homo sapiens,in situ oligonucleotide,7129,Homo sapiens,RNA,1,30,count,GSE511,none,3/22/04,
84,GDS172,SIV disease progression,"Analysis of SIV MAC 251 disease progression in Rhesus Macaque peripheral blood mononuclear cells (PBMC). Slow, typical and fast progression groups examined at baseline, 3 and 7 weeks post-infection.",Expression profiling by array,12803996,GPL80,Homo sapiens,in situ oligonucleotide,7129,Macaca mulatta,RNA,1,36,count,GSE512,none,7/2/03,
85,GDS174,Spermatogenesis regulation,"Analysis of gene expression in follicle-stimulating hormone (FSH) treated Sertoli cells. Sertoli cells from 20 day rats were cultured in the presence of 25 ng/ml ovine FSH and gene expression monitored 0, 2, 4, 8 and 24 hours after addition of FSH.",Expression profiling by array,12456799,GPL85,Rattus norvegicus,in situ oligonucleotide,8799,Rattus norvegicus,RNA,1,10,count,GSE509,ordered,2/23/05,
86,GDS177,Cytomegalovirus strain comparison,Human foreskin fibroblasts (HFF) infected with cytomegalovirus strains fhCMV-H (rapid spread in vitro) and fhCMV-T (slow spread in vitro). UV-inactivated viruses also examined to control for response to coat glycoprotein B and active viral infection.,Expression profiling by array,12361756,GPL44,Homo sapiens,spotted DNA/cDNA,17588,Homo sapiens,RNA,2,16,log ratio,GSE453,none,11/18/03,
87,GDS181,Large-scale analysis of the human transcriptome (HG-U95A),"Gene expression profiles from a diverse array of tissues, organs, and cell lines, from the normal physiological state. Represents a preliminary description of the normal mammalian transcriptome.",Expression profiling by array,11904358,GPL91,Homo sapiens,in situ oligonucleotide,12626,Homo sapiens,RNA,1,84,count,GSE96,none,9/21/09,
88,GDS182,Large-scale analysis of the mouse transcriptome (MG-U74A),"Gene expression profiles from a diverse array of tissues, organs, and cell lines, from the normal physiological state. Represents a preliminary description of the normal mammalian transcriptome.",Expression profiling by array,11904358,GPL32,Mus musculus,in situ oligonucleotide,12654,Mus musculus,RNA,1,90,count,GSE97,none,5/13/04,
89,GDS183,Bladder tumor stage classification,"Identification of clinically relevant subclasses of bladder carcinoma. Three major stages identified, Ta, T1 and T2-4. Ta tumors further classified into subgroups. A 32-gene molecular classifier was built.",Expression profiling by array,12469123,GPL80,Homo sapiens,in situ oligonucleotide,7129,Homo sapiens,RNA,1,40,count,GSE89,none,4/9/03,
90,GDS186,Progesterone effects on uterus time course,"Analysis of effects of progesterone on uterus tissue gene expression. 14 days after ovariectomy, mice injected subcutaneously with progesterone in sesame oil. Uterine horns removed for analysis at several time points up to 24 hours after injection.",Expression profiling by array,,GPL81,Mus musculus,in situ oligonucleotide,12488,Mus musculus,RNA,1,11,transformed count,GSE6440,ordered,4/6/03,
91,GDS187,Progesterone and Hoxa-10 relationship,"Hoxa-10 +/+ and Hoxa-10 -/- littermates injected 14 days after ovariectomy with either progesterone in sesame oil, or just sesame oil. Uterine horns removed for analysis 6 hours after injection.",Expression profiling by array,,GPL81,Mus musculus,in situ oligonucleotide,12488,Mus musculus,RNA,1,12,transformed count,GSE6439,none,5/3/04,
92,GDS192,Wing imaginal disc spatial gene expression,Discovery of genes with restricted expression patterns in wing disc and potential roles in wing disc development. Wing imaginal discs dissected to generate body wall and wing/hinge fragments. Three biological replicates of each examined.,Expression profiling by array,12505997,GPL72,Drosophila melanogaster,in situ oligonucleotide,14010,Drosophila melanogaster,RNA,1,6,count,GSE93,none,4/22/03,
93,GDS198,Inflammatory myopathy,Molecular profiles of muscle tissue in patients with inflammatory myopathies.,Expression profiling by array,12391344,GPL91,Homo sapiens,in situ oligonucleotide,12626,Homo sapiens,RNA,1,12,count,GSE281,none,4/8/03,
94,GDS199,Mefloquine treatment of NG108 neuroblastoma cells,"Neuroblastoma cells NG108 exposed to a physiological dose (4400 ng/ml) of antimalarial mefloquine (Lariam), or 0.25% DMSO (control), for 2 hours. Mefloquine appears to disrupt neuronal function through disrupted calcium homeostasis and ER stress.",Expression profiling by array,12675948,GPL89,Rattus norvegicus,in situ oligonucleotide,1031,Rattus norvegicus,RNA,1,16,count,GSE39,none,4/9/03,
95,GDS200,Contextual fear conditioning paradigm,"Mice subject to novel spatial context with 0.5 mA shock, shock alone or control. Alzheimer's mice (50% C57BL/6, 50% SJL) and MK-801-injected mice also examined. Dentate gyrus and CA1 hippocampus tissue examined 1, 2, 4 or 6 hours after treatment.",Expression profiling by array,15102909,GPL81,Mus musculus,in situ oligonucleotide,12488,Mus musculus,RNA,1,64,count,GSE1782,none,4/9/03,
96,GDS201,Interferon induction by small hairpin RNA,"Embryonic lung fibroblasts (HLF) infected with control lentivirus, or lentivirus expressing MRG15 and MRGX small hairpin RNAs from the H1 polIII promoter. The MRG15 shRNA induces an interferon response that is unrelated to silencing of MRG15.",Expression profiling by array,12796781,GPL247,Homo sapiens,spotted DNA/cDNA,10368,Homo sapiens,RNA,2,2,log ratio,GSE282,none,11/18/03,
97,GDS203,Cold stress time course in sugarcane,"Expression profile of sugarcane plantlet leaves exposed to cold for 0, 3, 6, 12, 24 and 48 hours. Thirty-four cold-induced ESTs identified, of which 23 were novel cold-responsive genes that had not previously been reported as being cold-inducible.",Expression profiling by array,,GPL210,Saccharum sp.,spotted DNA/cDNA,3072,Saccharum sp.,RNA,1,12,count,GSE6442,ordered,4/22/03,
98,GDS205,Mammary tissue profile,Variety of bovine tissues hybridized against the bovine mammary (BMAM) array. Reference is bovine macrophage (BovMac) cell line. Contribution towards development of a mammary gland gene expression profile.,Expression profiling by array,14559974,GPL245,Bos taurus,spotted DNA/cDNA,3888,Bos taurus,RNA,2,10,log ratio,GSE279,none,4/2/03,
99,GDS213,Congestive heart failure,Analysis of canine tachycardia-induced cardiomyopathy caused by several weeks of rapid ventricular pacing.  Left ventricular free wall samples from control dogs and dogs with pacing-induced heart failure compared.,Expression profiling by array,,GPL246,Homo sapiens,spotted oligonucleotide,4653,Canis lupus familiaris,RNA,1,5,count,GSE472,none,11/15/05,
100,GDS214,Duchenne muscular dystrophy (MuscleChip),Examination of muscle biopsies from Duchenne muscular dystrophy patients and normal subjects of various age groups.  Both mixed groups of patients (5 patient biopsies per group) and individual biopsies analyzed.,Expression profiling by array,11121445,GPL246,Homo sapiens,spotted oligonucleotide,4653,Homo sapiens,RNA,1,30,count,GSE465,none,3/16/10,
101,GDS215,Juvenile dermatomyositis muscle profile (MuscleChip),"Examination of skeletal muscle from juvenile dermatomyositis (JDM) patients, a common pediatric inflammatory myopathy. Muscle biopsies processed singly or in mixed groups of two. Patients genotyped for TNFalpha which is associated with prolonged disease.",Expression profiling by array,11937576,GPL246,Homo sapiens,spotted oligonucleotide,4653,Homo sapiens,RNA,1,4,count,GSE493,none,7/1/03,
102,GDS222,Microarray technology comparison (3OPHs version 1),Part of a comparison of spotted long oligonucleotide arrays with in situ synthesized 25-mer arrays. Examination of amplified and unamplified K562 erythroleukemia RNA and Stratagene Universal Human Reference RNA.,Expression profiling by array,12805270,GPL273,Homo sapiens,spotted oligonucleotide,14001,Homo sapiens,RNA,2,14,log ratio,GSE344,none,3/22/04,
103,GDS223,Microarray technology comparison (HG-U95A),Part of a comparison of spotted long oligonucleotide arrays with in situ synthesized 25-mer arrays. Examination of amplified and unamplified K562 erythroleukemia RNA and Stratagene Universal Human Reference RNA.,Expression profiling by array,12805270,GPL8300,Homo sapiens,in situ oligonucleotide,12625,Homo sapiens,RNA,1,5,transformed count,GSE344,none,3/22/04,
104,GDS224,Platform type/amplification method cross comparison (16K cDNA)(I),Part of a cross comparison of DNA microarray platforms and linear amplification methods. Double and single round amplified liver and spleen RNA analyzed on a cDNA array.,Expression profiling by array,,GPL260,Mus musculus,spotted DNA/cDNA,16273,Mus musculus,RNA,2,6,log ratio,GSE6438,none,4/6/03,
105,GDS225,Platform type/amplification method cross comparison (16K cDNA)(II),"Part of a cross comparison of DNA microarray platforms and linear amplification methods. Single round amplified liver, spleen and universal RNA analyzed on a cDNA array.",Expression profiling by array,,GPL260,Mus musculus,spotted DNA/cDNA,16273,Mus musculus,RNA,2,6,log ratio,GSE6437,none,3/25/03,
106,GDS227,Platform type/amplification method cross comparison (U74Av2),Part of a cross comparison of DNA microarray platforms and linear amplification methods. Single round amplified liver and spleen RNA analyzed on Affymetrix array.,Expression profiling by array,,GPL81,Mus musculus,in situ oligonucleotide,12488,Mus musculus,RNA,1,4,count,GSE6436,none,3/25/03,
107,GDS232,Medulloblastoma metastasis,Identification of genes causing medulloblastoma tumors to metastasize. Analyzed 23 primary medulloblastomas clinically designated as either metastatic or non-metastatic.,Expression profiling by array,11544480,GPL74,Homo sapiens,in situ oligonucleotide,2059,Homo sapiens,RNA,1,23,count,GSE468,none,7/21/06,
108,GDS233,Muscle regeneration (U74Av1),Cardiotoxin injected into mouse gastrocnemius muscle to induce muscle regeneration. Muscles profiled at 27 time points (0-40 days) post-injection. Transcriptional regulatory pathways defined.,Expression profiling by array,12023284,GPL32,Mus musculus,in situ oligonucleotide,12654,Mus musculus,RNA,1,12,count,GSE469,ordered,6/26/03,
109,GDS234,Muscle regeneration (U74Av2),Cardiotoxin injected into gastrocnemius muscle to induce muscle regeneration. Muscles profiled at 27 time points (0-40 days) post-injection. Transcriptional regulatory pathways defined.,Expression profiling by array,12023284,GPL81,Mus musculus,in situ oligonucleotide,12488,Mus musculus,RNA,1,54,count,GSE469,ordered,8/3/04,
110,GDS236,Dystrophin-deficient mdx muscle regeneration,"Examination of mdx mouse, Duchenne muscular dystrophy model. 16 week regenerating mdx muscle analyzed in search for salvage pathways that maintain skeletal muscle integrity in the absence of functional dystrophin protein.",Expression profiling by array,12133862,GPL81,Mus musculus,in situ oligonucleotide,12488,Mus musculus,RNA,1,10,count,GSE466,none,6/26/03,
111,GDS238,Skin tumors and vitamin A supplements,Analysis of gene expression in skin of rats subjected to electron irradiation and the effect of dietary vitamin A supplements.,Expression profiling by array,12793764,GPL85,Rattus norvegicus,in situ oligonucleotide,8799,Rattus norvegicus,RNA,1,10,count,GSE284,none,4/9/03,
112,GDS239,Ozone effect on airways hyperpermeability,"Ozone is an environmental pollutant associated with  exacerbation of cardiopulmonary diseases like asthma. HeJ (Tlr4 mutant) and OuJ (wild type) exposed continuously to air or 0.3 ppm of ozone, and lungs  examined.",Expression profiling by array,,GPL81,Mus musculus,in situ oligonucleotide,12488,Mus musculus,RNA,1,8,count,GSE476,none,3/22/04,
113,GDS240,Alternatively activated macrophages,Study of IL-4 dependent alternatively activated macrophages (AAM). AAM implicated in pulmonary diseases like allergic asthma and nematode infections. Macrophages extracted from peritoneal cavity of wildtype and mutant (IL4--) mice infected with nematode.,Expression profiling by array,,GPL81,Mus musculus,in situ oligonucleotide,12488,Mus musculus,RNA,1,5,count,GSE477,none,6/27/03,
114,GDS241,Alveoli destruction time course,"Temporal study of lung alveoli destruction induced by caloric restriction. Alveoli number and surface area are linked to oxygen consumption, and calorie restriction lowers oxygen consumption.",Expression profiling by array,14594731,GPL81,Mus musculus,in situ oligonucleotide,12488,Mus musculus,RNA,1,24,count,GSE478,none,6/27/03,
