gse,web_link
GSE1301,http://pepr.cnmcresearch.org/PEPR/browse.do?action=list_prj_exp&projectId=116
GSE1302,
GSE1303,http://pepr.cnmcresearch.org/PEPR/browse.do?action=list_prj_exp&projectId=117
GSE1304,
GSE1308,
GSE1309,
GSE1310,
GSE1311,
GSE1312,
GSE1313,
GSE1314,
GSE1316,
GSE1317,http://www.biogenidec.com/site/017.html
GSE1318,
GSE1319,
GSE1320,
GSE1321,
GSE1322,
GSE1323,
GSE1324,
GSE1325,
GSE1326,
GSE1327,
GSE1328,
GSE1329,
GSE1330,
GSE1331,
GSE1332,
GSE1333,
GSE1334,
GSE1335,
GSE1336,
GSE1337,
GSE1338,
GSE1339,
GSE1340,
GSE1341,
GSE1342,
GSE1343,
GSE1344,
GSE1345,
GSE1347,
GSE1348,
GSE1352,
GSE1353,
GSE1354,
GSE1355,
GSE1356,
GSE1357,http://www2.genome.rcast.u-tokyo.ac.jp/ischemia
GSE1358,
GSE1359,
GSE1361,
GSE1363,
GSE1364,
GSE1365,
GSE1366,
GSE1367,
GSE1368,
GSE1369,
GSE1370,
GSE1371,
GSE1372,
GSE1373,
GSE1374,www.cybereom.org
GSE1375,
GSE1376,
GSE1377,
GSE1378,
GSE1379,
GSE1381,
GSE1382,
GSE1391,
GSE1392,
GSE1393,
GSE1397,http://pevsnerlab.kennedykrieger.org/index_ds.htm
GSE1399,
GSE1400,
GSE1401,
GSE1402,
GSE1403,
GSE1404,http://hugheslab.med.utoronto.ca/Mnaimneh
GSE1405,http://pga.mgh.harvard.edu
GSE1406,
GSE1407,
GSE1410,
GSE1411,
GSE1412,
GSE1413,
GSE1414,
GSE1417,
GSE1418,
GSE1419,
GSE1420,
GSE1421,
GSE1423,
GSE1424,
GSE1427,
GSE1428,
GSE1429,
GSE1430,
GSE1431,
GSE1432,
GSE1433,
GSE1434,
GSE1435,
GSE1436,
GSE1437,
GSE1438,
GSE1439,
GSE1440,
GSE1441,
GSE1442,
GSE1443,
GSE1444,
GSE1445,
GSE1446,
GSE1447,http://elegans.bcgsc.ca
GSE1448,
GSE1453,
GSE1454,
GSE1455,
GSE1456,http://www.meb.ki.se/~yudpaw/
GSE1457,
GSE1458,
GSE1459,
GSE1460,
GSE1461,http://chromosomedynamics.bio.titech.ac.jp
GSE1462,www.centrodinoferrari.com
GSE1463,
GSE1464,
GSE1465,
GSE1466,
GSE1467,
GSE1468,
GSE1469,
GSE1470,
GSE1471,
GSE1472,
GSE1473,
GSE1474,
GSE1475,
GSE1476,
GSE1477,
GSE1478,
GSE1479,"http://cardiogenomics.med.harvard.edu;	http://cardiogenomics.med.harvard.edu/groups/proj1/pages/embryo_home.html"
GSE1480,
GSE1481,
GSE1482,http://pepr.cnmcresearch.org/PEPR/browse.do?action=list_prj_exp&projectId=31
GSE1483,http://bioinformatics.unr.edu/beetle/
GSE1484,http://www.icp.ucl.ac.be/mexp
GSE1485,
GSE1486,
GSE1487,
GSE1488,
GSE1489,
GSE1490,
GSE1491,
GSE1492,
GSE1493,
GSE1495,
GSE1496,
GSE1498,
GSE1500,
GSE1501,
GSE1502,
GSE1503,
GSE1506,
GSE1507,
GSE1509,
GSE1510,
GSE1511,
GSE1512,
GSE1515,
GSE1516,http://vannocke.user.msu.edu/index.html
GSE1517,
GSE1518,
GSE1532,http://cdna01.dna.affrc.go.jp/RMOS/main_en.html
GSE1533,
GSE1536,
GSE1537,
GSE1538,
GSE1539,
GSE1541,
GSE1542,
GSE1543,http://www.pi.csiro.au/Millgate/AMillgate_Expts.html
GSE1544,
GSE1545,
GSE1546,
GSE1548,
GSE1549,http://medschool.umaryland.edu/CVD/kaper.html
GSE1550,http://www.niaid.nih.gov/dir/labs/lhbp/deleo.htm
GSE1551,
GSE1552,
GSE1553,
GSE1554,
GSE1555,
GSE1556,
GSE1557,
GSE1558,
GSE1559,
GSE1560,
GSE1561,
GSE1562,
GSE1563,
GSE1564,
GSE1565,
GSE1566,
GSE1567,
GSE1568,
GSE1569,
GSE1571,
GSE1572,
GSE1573,
GSE1574,
GSE1576,
GSE1577,
GSE1578,
GSE1579,
GSE1580,
GSE1581,
GSE1582,
GSE1584,
GSE1585,
GSE1586,
GSE1587,
GSE1588,
GSE1589,
GSE1590,
GSE1591,
GSE1592,
GSE1594,
GSE1595,
GSE1596,http://tess.tigem.it
GSE1597,http://tess.tigem.it
GSE1598,http://tess.tigem.it
GSE1599,http://ymd.med.yale.edu/ymd_prod/cgi-bin/ymd_public_data.cgi
GSE1600,
GSE1606,
GSE1610,
GSE1611,
GSE1612,
GSE1614,
GSE1615,
GSE1616,
GSE1617,http://www.biologie.ens.fr/lgmgml/publication/benomyl/
GSE1620,http://mcb.harvard.edu/losick
GSE1621,
GSE1622,
GSE1623,
GSE1624,
GSE1625,
GSE1626,
GSE1629,
GSE1630,
GSE1631,
GSE1632,
GSE1633,
GSE1634,
GSE1635,
GSE1636,
GSE1637,
GSE1638,
GSE1639,
GSE1640,
GSE1642,
GSE1643,
GSE1644,
GSE1645,http://www.dkfz-heidelberg.de/kompl_genome/index.html
GSE1646,http://lgsun.grc.nia.nih.gov/microarray/22k/PubMed-15317747/
GSE1647,
GSE1648,
GSE1649,
GSE1650,
GSE1651,
GSE1652,
GSE1654,
GSE1656,
GSE1657,
GSE1658,
GSE1659,
GSE1672,http://www.fzk.de/microarray
GSE1673,
GSE1674,
GSE1675,
GSE1676,
GSE1678,
GSE1679,
GSE1680,
GSE1682,
GSE1684,
GSE1685,
GSE1688,
GSE1689,
GSE1690,http://www.mblab.gla.ac.uk/tubules/array/
GSE1692,
GSE1693,"http://www.biozentrum.unibas.ch/personal/primig/benomyl/;	http://www.biozentrum.unibas.ch/primig/benomyl/"
GSE1694,
GSE1695,
GSE1696,
GSE1701,http://www.cincinnatichildrens.org/research/cores/informatics/fs/fac/bruce-aronow.html
GSE1702,
GSE1703,
GSE1704,
GSE1706,
GSE1707,
GSE1708,
GSE1709,
GSE1710,www.mucosa.de
GSE1711,
GSE1712,http://web.mit.edu/glycomics/consortium/
GSE1714,
GSE1715,
GSE1716,
GSE1718,
GSE1719,http://pepr.cnmcresearch.org/PEPR/browse.do?action=list_prj_exp&projectId=79
GSE1721,http://pepr.cnmcresearch.org/PEPR/browse.do?action=list_prj_exp&projectId=126
GSE1722,"http://www.dkfz-heidelberg.de/kompl_genome/index.html;	http://www.georg-speyer-haus.de/Gruppen/agstauber/start.html"
GSE1723,
GSE1724,
GSE1725,
GSE1726,
GSE1727,http://www.scripps.edu/mem/eht/salomon
GSE1728,
GSE1729,
GSE1730,
GSE1735,
GSE1738,http://hugheslab.med.utoronto.ca/Babak/index.htm
GSE1739,
GSE1740,
GSE1741,
GSE1742,
GSE1743,
GSE1744,
GSE1745,
GSE1746,
GSE1747,http://SGB.LYNXGEN.COM/
GSE1748,
GSE1749,
GSE1751,
GSE1752,
GSE1753,
GSE1754,
GSE1755,
GSE1756,
GSE1757,
GSE1758,
GSE1759,
GSE1760,
GSE1761,
GSE1762,
GSE1763,
GSE1764,
GSE1765,
GSE1766,
GSE1767,
GSE1768,
GSE1771,
GSE1772,
GSE1773,
GSE1774,
GSE1775,
GSE1776,
GSE1778,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE1779,
GSE1780,
GSE1781,
GSE1782,
GSE1783,
GSE1784,
GSE1786,
GSE1789,
GSE1790,
GSE1791,
GSE1792,
GSE1793,
GSE1794,"www.aviangenomics.udel.edu;	www.aviangenomis.udel.edu"
GSE1795,
GSE1796,
GSE1798,
GSE1800,http://pepr.cnmcresearch.org/PEPR/browse.do?action=list_prj_exp&projectId=78
GSE1801,
GSE1802,
GSE1803,
GSE1805,
GSE1806,
GSE1807,
GSE1808,
GSE1809,
GSE1810,
GSE1811,
GSE1813,
GSE1814,
GSE1815,
GSE1816,
GSE1817,http://pheasant.gsf.de/BURSAEST/jsp/sage/Sage.jsp
GSE1818,
GSE1819,
GSE1821,
GSE1822,
GSE1823,
GSE1824,
GSE1825,
GSE1826,
GSE1827,
GSE1828,
GSE1829,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=91
GSE1830,http://arrayconsortium.tgen.org/np2/manageProject.do?action=viewProject&projectId=184
GSE1831,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=21
GSE1832,
GSE1833,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=185
GSE1834,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=200
GSE1835,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=283
GSE1836,
GSE1837,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=61
GSE1838,
GSE1839,
GSE1840,
GSE1841,
GSE1842,
GSE1843,
GSE1844,
GSE1845,
GSE1846,
GSE1847,
GSE1848,
GSE1849,
GSE1852,
GSE1853,
GSE1854,
GSE1856,
GSE1857,
GSE1859,
GSE1860,
GSE1861,
GSE1862,
GSE1863,http://www.signaling-gateway.org/
GSE1864,http://crisceb.unina2.it/geneexpression/
GSE1865,http://www.igh.cnrs.fr/equip/transcriptome/
GSE1866,
GSE1867,
GSE1868,
GSE1869,
GSE1870,
GSE1871,
GSE1872,
GSE1873,
GSE1874,
GSE1875,
GSE1876,
GSE1877,
GSE1878,
GSE1879,
GSE1880,
GSE1886,
GSE1887,
GSE1888,
GSE1889,
GSE1892,
GSE1893,http://muscle.cribi.unipd.it/microarrays/atrophy
GSE1894,
GSE1895,
GSE1897,
GSE1898,
GSE1899,
GSE1900,
GSE1902,http://cgap.nci.nih.gov
GSE1903,
GSE1904,"http://transcriptome.gersteinlab.org;	transcriptome.gersteinlab.org"
GSE1905,
GSE1906,
GSE1907,
GSE1908,
GSE1909,http://fmrc.pulmcc.washington.edu/microarray.html
GSE1910,
GSE1911,
GSE1912,
GSE1913,
GSE1914,
GSE1915,
GSE1918,
GSE1919,
GSE1920,
GSE1921,
GSE1922,
GSE1923,
GSE1924,"http://www.mgosdb.org;	http://www.mgosdb.org/sage"
GSE1925,
GSE1926,
GSE1927,
GSE1928,http://pepr.cnmcresearch.org/PEPR/browse.do?action=list_prj_exp&projectId=213
GSE1930,
GSE1932,
GSE1933,
GSE1934,
GSE1935,
GSE1936,
GSE1937,
GSE1938,
GSE1939,http://www.img.cas.cz/mmg/
GSE1940,
GSE1941,
GSE1942,
GSE1943,
GSE1944,
GSE1945,
GSE1946,
GSE1947,
GSE1948,
GSE1949,
GSE1954,
GSE1955,
GSE1956,
GSE1957,
GSE1961,
GSE1962,
GSE1963,
GSE1964,
GSE1969,
GSE1970,
GSE1975,
GSE1976,
GSE1977,
GSE1978,
GSE1979,
GSE1980,
GSE1981,
GSE1982,
GSE1983,
GSE1984,http://pepr.cnmcresearch.org/PEPR/browse.do?action=list_prj_exp&projectId=151
GSE1985,
GSE1986,
GSE1987,
GSE1988,
GSE1989,
GSE1990,
GSE1991,
GSE1992,
GSE1993,
GSE1994,http://arrayconsortium.tgen.org/np2/manageProject.do?action=viewProject&projectId=151
GSE1995,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=204
GSE1996,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=150
GSE1997,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=195
GSE1998,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=109
GSE1999,http://arrayconsortium.tgen.org/np2/manageProject.do?action=viewProject&projectId=194
GSE2000,
GSE2001,http://www.signaling-gateway.org/
GSE2002,
GSE2003,http://discover.nci.nih.gov/datasets.jsp
GSE2004,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=87089
GSE2005,http://arrayconsortium.tgen.org/np2/manageProject.do?action=viewProject&projectId=143
GSE2006,
GSE2008,
GSE2009,
GSE2010,
GSE2014,
GSE2015,
GSE2017,
GSE2018,
GSE2019,
GSE2020,
GSE2021,
GSE2022,
GSE2023,
GSE2024,
GSE2026,http://www.cgmc.univ-lyon1.fr/Gandrillon/chickenSAGE_libraries.php
GSE2031,
GSE2032,
GSE2033,
GSE2034,
GSE2035,
GSE2037,
GSE2038,
GSE2039,
GSE2040,
GSE2042,
GSE2043,
GSE2044,http://www.crosschip.org/
GSE2045,
GSE2046,
GSE2047,
GSE2048,http://bioinfo.lbhc.hcancer.org.br/arraydata/Mamma/samples/
GSE2049,
GSE2050,
GSE2051,
GSE2052,
GSE2053,
GSE2054,http://www.utoronto.ca/intron/GenASAP/
GSE2055,
GSE2056,
GSE2057,
GSE2058,
GSE2059,
GSE2060,
GSE2061,
GSE2062,
GSE2063,
GSE2064,
GSE2065,
GSE2066,
GSE2067,
GSE2068,
GSE2069,
GSE2070,
GSE2071,http://saco.ohsu.edu
GSE2072,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2073,
GSE2075,
GSE2076,http://www.bt.tudelft.nl/leu3-deletion/
GSE2077,
GSE2078,
GSE2079,
GSE2080,
GSE2081,
GSE2082,
GSE2083,
GSE2084,
GSE2085,
GSE2088,
GSE2089,
GSE2090,
GSE2094,
GSE2095,
GSE2096,
GSE2097,
GSE2098,
GSE2099,
GSE2100,
GSE2103,
GSE2104,
GSE2105,
GSE2106,
GSE2107,
GSE2108,
GSE2109,https://expo.intgen.org/geo/
GSE2110,
GSE2111,
GSE2112,
GSE2113,
GSE2114,
GSE2116,
GSE2117,
GSE2118,
GSE2119,
GSE2120,
GSE2121,
GSE2122,
GSE2123,
GSE2124,
GSE2125,
GSE2126,
GSE2127,
GSE2128,
GSE2129,
GSE2130,
GSE2131,
GSE2132,
GSE2133,
GSE2134,
GSE2135,
GSE2136,
GSE2138,
GSE2139,
GSE2140,
GSE2141,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2142,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2143,
GSE2144,
GSE2145,
GSE2146,
GSE2147,
GSE2148,
GSE2149,
GSE2150,
GSE2151,
GSE2152,
GSE2153,
GSE2154,
GSE2155,
GSE2156,
GSE2159,
GSE2160,
GSE2161,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=197
GSE2162,
GSE2163,
GSE2164,
GSE2165,
GSE2166,
GSE2167,
GSE2168,
GSE2169,
GSE2171,
GSE2172,
GSE2174,
GSE2175,
GSE2176,
GSE2177,http://www.dpci.unipd.it/Bioeng/AngioInhibitors.html
GSE2178,
GSE2179,
GSE2180,
GSE2182,
GSE2183,
GSE2184,
GSE2185,
GSE2186,
GSE2187,
GSE2188,
GSE2189,
GSE2190,
GSE2191,
GSE2192,
GSE2193,
GSE2194,
GSE2195,http://ehp.niehs.nih.gov/txg/members/2004/7345/7345.pdf?section=toxicogenomics
GSE2196,
GSE2197,
GSE2198,
GSE2202,
GSE2204,
GSE2205,
GSE2208,http://orclinux.creighton.edu/microarray/BMD.htm
GSE2210,
GSE2211,
GSE2216,
GSE2217,
GSE2218,
GSE2219,
GSE2220,
GSE2221,
GSE2222,
GSE2223,
GSE2224,
GSE2225,
GSE2226,
GSE2227,
GSE2228,http://derisilab.ucsf.edu/
GSE2229,
GSE2230,
GSE2231,
GSE2232,
GSE2234,
GSE2236,
GSE2238,
GSE2239,http://microarray-pubs.stanford.edu/yeastH2O2/
GSE2240,
GSE2241,
GSE2242,
GSE2243,
GSE2244,
GSE2246,
GSE2247,
GSE2248,
GSE2249,
GSE2250,
GSE2251,
GSE2252,
GSE2253,
GSE2254,
GSE2255,
GSE2256,
GSE2258,
GSE2259,
GSE2260,
GSE2261,
GSE2262,
GSE2263,http://biology.unm.edu/biology/maggieww/Public_Html/aragon/ROX.htm
GSE2264,
GSE2265,
GSE2266,
GSE2267,
GSE2268,
GSE2269,
GSE2270,http://pepr.cnmcresearch.org/PEPR/browse.do?action=list_prj_exp&projectId=266
GSE2271,
GSE2272,
GSE2273,http://www.gsf.de/ieg/groups/exppro.html
GSE2274,
GSE2275,http://www.brown.edu/Research/CGP
GSE2276,
GSE2277,
GSE2278,www.gluegrant.org
GSE2279,
GSE2280,
GSE2281,
GSE2282,
GSE2283,
GSE2284,
GSE2285,
GSE2286,
GSE2287,
GSE2289,
GSE2292,
GSE2293,
GSE2294,
GSE2295,
GSE2296,
GSE2297,
GSE2298,
GSE2299,
GSE2300,
GSE2301,
GSE2302,
GSE2303,
GSE2322,
GSE2323,
GSE2324,
GSE2325,
GSE2326,
GSE2327,
GSE2328,www.gluegrant.org
GSE2329,
GSE2330,
GSE2331,
GSE2332,
GSE2333,
GSE2335,
GSE2336,
GSE2339,
GSE2340,
GSE2341,
GSE2342,
GSE2343,
GSE2344,
GSE2345,
GSE2346,
GSE2347,
GSE2348,
GSE2349,
GSE2350,
GSE2351,"http://www.stjuderesearch.org/data/ALL4;	http://www.stjuderesearch.org/data/ALL5"
GSE2352,
GSE2353,http://www.stembase.ca/?path=/browse/experiment&id=158
GSE2354,
GSE2355,
GSE2357,
GSE2358,
GSE2359,http://www-biology.ucsd.edu/labs/posakony/
GSE2360,
GSE2361,http://www.genome.rcast.u-tokyo.ac.jp/normal/
GSE2362,
GSE2365,
GSE2366,http://hugheslab.med.utoronto.ca/Babak/index.htm
GSE2368,
GSE2369,
GSE2370,
GSE2371,
GSE2372,
GSE2373,
GSE2374,
GSE2375,
GSE2376,
GSE2377,http://www.scripps.edu/researchservices/dna_array/
GSE2378,
GSE2379,
GSE2384,
GSE2386,
GSE2387,
GSE2388,
GSE2389,
GSE2390,
GSE2391,
GSE2392,http://pepr.cnmcresearch.org/PEPR/browse.do?action=list_prj_exp&projectId=62
GSE2393,http://www.scripps.edu/researchservices/dna_array/
GSE2394,http://pepr.cnmcresearch.org/PEPR/browse.do?action=list_prj_exp&projectId=89
GSE2395,http://pepr.cnmcresearch.org/PEPR/browse.do?action=list_prj_exp&projectId=97
GSE2396,
GSE2397,
GSE2398,
GSE2399,
GSE2400,
GSE2401,
GSE2402,
GSE2403,
GSE2405,http://www.niaid.nih.gov/dir/labs/lhbp/deleo.htm
GSE2406,
GSE2407,
GSE2408,
GSE2409,
GSE2411,
GSE2412,
GSE2413,
GSE2414,
GSE2415,
GSE2416,http://www.tigr.org/tdb/potato
GSE2417,http://microarray.okstate.edu
GSE2418,
GSE2419,
GSE2420,
GSE2421,
GSE2422,
GSE2423,
GSE2424,
GSE2426,
GSE2427,
GSE2428,
GSE2429,
GSE2430,
GSE2431,
GSE2432,
GSE2433,
GSE2434,http://scsie.uv.es/chipsdna
GSE2435,
GSE2437,
GSE2441,
GSE2443,
GSE2444,http://bioinfo.lbhc.hcancer.org.br/data/Esofago/ResultsOrig/
GSE2445,
GSE2446,
GSE2447,
GSE2448,
GSE2449,
GSE2450,
GSE2451,
GSE2452,
GSE2453,http://giscompute.gis.a-star.edu.sg/~gisljh/OligoArray
GSE2454,
GSE2455,
GSE2456,
GSE2457,
GSE2458,
GSE2459,
GSE2461,
GSE2463,
GSE2464,
GSE2465,
GSE2466,
GSE2467,
GSE2468,http://bioinfo.lbhc.hcancer.org.br/arraydata/Tireoide/
GSE2469,
GSE2470,
GSE2471,
GSE2472,
GSE2473,
GSE2474,
GSE2475,
GSE2476,
GSE2478,
GSE2479,
GSE2485,
GSE2486,
GSE2487,
GSE2488,
GSE2489,
GSE2490,
GSE2492,www.cmm.ki.se/ENDOGed
GSE2494,
GSE2495,
GSE2496,
GSE2497,
GSE2498,
GSE2499,
GSE2500,
GSE2501,
GSE2502,
GSE2503,
GSE2504,
GSE2505,
GSE2506,http://www.pi.csiro.au/GENA/IWilson/FLM/Project.html
GSE2507,
GSE2508,
GSE2509,
GSE2510,
GSE2512,
GSE2513,
GSE2514,
GSE2515,
GSE2516,
GSE2518,
GSE2519,
GSE2520,
GSE2521,http://www.biostat.jhsph.edu/~ririzarr/techcomp/
GSE2522,
GSE2524,
GSE2525,
GSE2526,
GSE2527,
GSE2528,
GSE2529,
GSE2530,
GSE2531,"www.primate.wisc.edu/wprc/data/bewo.html;	www.primate.wisc.edu/wprc/data/jeg3.html"
GSE2532,
GSE2533,http://www.pi.csiro.au/gena/Christian/ATAF2/Project.html
GSE2534,
GSE2535,
GSE2537,
GSE2538,
GSE2539,
GSE2542,
GSE2543,http://www.pi.csiro.au/gena/CDowd/Foxy/Project.html
GSE2544,http://www.pi.csiro.au/gena/CDowd/Foxy/Project.html
GSE2545,http://www.pi.csiro.au/gena/CDowd/Foxy/Project.html
GSE2546,
GSE2547,
GSE2548,http://www.bii.a-star.edu.sg/microarray/validation_data/
GSE2549,
GSE2550,
GSE2551,
GSE2552,http://genomics.med.upenn.edu/vcheung
GSE2553,http://watson.nhgri.nih.gov/sarcoma
GSE2554,http://www.scripps.edu/mb/paulson/
GSE2555,
GSE2556,http://www.diabetesgenome.org
GSE2557,
GSE2558,
GSE2559,
GSE2560,http://www.shcc.org/mld
GSE2561,
GSE2562,
GSE2563,
GSE2564,www.broad.mit.edu/cancer/pub/migcm
GSE2565,
GSE2566,
GSE2567,
GSE2569,
GSE2570,
GSE2572,
GSE2577,
GSE2578,
GSE2579,
GSE2581,
GSE2582,
GSE2583,
GSE2584,
GSE2585,http://www.dkfz-heidelberg.de/en/abteilungen/fspd/d090.html
GSE2591,
GSE2592,
GSE2593,
GSE2594,
GSE2595,
GSE2596,
GSE2597,http://www.genetik.uni-koeln.de/groups/Tautz/meg/
GSE2598,
GSE2599,www.crpf.org/microarray
GSE2600,
GSE2602,
GSE2603,
GSE2604,http://muscle.cribi.unipd.it/microarrays/leukemia/
GSE2605,
GSE2606,
GSE2607,
GSE2617,http://muscle.cribi.unipd.it/microarrays/leukemia/
GSE2618,
GSE2619,http://www.postech.ac.kr/dept/life/pfg/
GSE2620,
GSE2621,
GSE2622,
GSE2623,
GSE2624,http://www.bioinfo.utmb.edu/Brasier_Lab/
GSE2625,
GSE2626,
GSE2627,
GSE2628,
GSE2629,
GSE2630,
GSE2631,
GSE2632,
GSE2634,
GSE2635,
GSE2636,
GSE2637,
GSE2638,
GSE2639,
GSE2640,
GSE2641,
GSE2642,http://genome.med.yale.edu/Comparative/
GSE2644,
GSE2646,
GSE2648,
GSE2649,
GSE2653,
GSE2654,
GSE2655,
GSE2656,
GSE2657,
GSE2658,http://lambertlab.uams.edu
GSE2659,
GSE2663,
GSE2664,
GSE2665,
GSE2666,
GSE2667,
GSE2668,
GSE2669,
GSE2670,http://www.pi.csiro.au/gena/PHunt/GLB1/Project.html
GSE2671,"http://encode.gersteinlab.org/;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE2672,http://licr-renlab.ucsd.edu
GSE2673,
GSE2674,
GSE2675,http://www.tigr.org/tdb/potato
GSE2676,
GSE2677,
GSE2678,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2679,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2680,
GSE2681,
GSE2683,
GSE2684,
GSE2685,
GSE2686,
GSE2687,
GSE2688,
GSE2689,
GSE2690,
GSE2691,http://medapps12.med.yale.edu/MARR_Database/Public/supplement_Ma_Rice_Transcriptome.xls
GSE2692,
GSE2693,
GSE2694,
GSE2696,
GSE2697,
GSE2699,
GSE2700,
GSE2701,
GSE2702,
GSE2703,
GSE2704,
GSE2705,
GSE2706,
GSE2707,
GSE2708,
GSE2709,
GSE2710,
GSE2711,
GSE2712,
GSE2713,
GSE2714,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2715,
GSE2716,
GSE2717,
GSE2718,
GSE2719,
GSE2720,"http://encode.gersteinlab.org/platformcmp/;	http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html"
GSE2723,http://www.abrf.org/index.cfm/group.show/Microarray.30.htm
GSE2724,
GSE2725,
GSE2726,
GSE2727,
GSE2728,
GSE2729,
GSE2730,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2732,
GSE2734,
GSE2735,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2736,http://www.wsu.edu/~griswold/
GSE2737,
GSE2738,
GSE2739,
GSE2740,
GSE2741,
GSE2742,
GSE2744,
GSE2745,http://faculty.washington.edu/leighj/
GSE2746,
GSE2747,
GSE2748,
GSE2769,
GSE2770,
GSE2771,
GSE2772,
GSE2773,
GSE2774,
GSE2775,
GSE2776,
GSE2779,
GSE2780,
GSE2781,
GSE2782,
GSE2783,
GSE2784,
GSE2785,
GSE2786,
GSE2787,http://muscle.cribi.unipd.it/microarrays/rhabdomyosarcoma/
GSE2788,
GSE2789,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2790,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2791,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2792,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2793,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2794,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2795,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2796,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2797,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2798,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2799,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2800,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2801,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2802,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2803,
GSE2804,
GSE2805,
GSE2806,
GSE2807,
GSE2808,
GSE2810,
GSE2811,
GSE2812,
GSE2813,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE2814,
GSE2815,http://hsc.unm.edu/som/micro/scott.html
GSE2816,http://hsc.unm.edu/som/micro/scott.html
GSE2817,
GSE2818,
GSE2820,
GSE2821,
GSE2822,
GSE2823,http://molgen.biol.rug.nl/publication/cody_data/
GSE2824,
GSE2825,
GSE2826,
GSE2827,
GSE2828,http://www.nature.com.gate1.inist.fr/ni/journal/vaop/ncurrent/abs/ni1237.html
GSE2829,
GSE2830,
GSE2831,
GSE2832,http://slam.bs.jhmi.edu/
GSE2833,
GSE2834,
GSE2835,
GSE2836,
GSE2837,
GSE2838,
GSE2840,
GSE2841,
GSE2842,
GSE2843,
GSE2845,
GSE2847,
GSE2848,
GSE2850,
GSE2851,
GSE2852,
GSE2853,
GSE2854,
GSE2855,
GSE2856,
GSE2857,
GSE2858,
GSE2859,
GSE2860,
GSE2861,
GSE2862,
GSE2863,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=91201
GSE2864,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=131547
GSE2865,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=148
GSE2866,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=41
GSE2867,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=89
GSE2868,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=153
GSE2869,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=284
GSE2870,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=199
GSE2871,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=84719
GSE2872,http://arrayconsortium.tgen.org/np2/viewProject.do?action=viewProject&projectId=168311
